,Date,Price,Open,High,Low,Vol.,Change %
153,"May 16, 2023","9,400.00","9,400.00","9,600.00","9,200.00",,0.00%
154,"May 15, 2023","9,400.00","9,400.00","9,600.00","9,200.00",,0.00%
155,"May 12, 2023","9,400.00","9,400.00","9,600.00","9,200.00",,0.53%
156,"May 11, 2023","9,350.00","9,350.00","9,550.00","9,150.00",,0.00%
157,"May 10, 2023","9,350.00","9,350.00","9,550.00","9,150.00",,0.11%
158,"May 09, 2023","9,340.00","9,340.00","9,540.00","9,140.00",,-0.11%
159,"May 08, 2023","9,350.00","9,350.00","9,550.00","9,150.00",,0.00%
160,"May 05, 2023","9,350.00","9,350.00","9,550.00","9,150.00",,0.00%
161,"May 04, 2023","9,350.00","9,350.00","9,550.00","9,150.00",,0.00%
162,"Apr 28, 2023","9,350.00","9,350.00","9,550.00","9,150.00",,0.00%
163,"Apr 27, 2023","9,350.00","9,350.00","9,550.00","9,150.00",,0.00%
164,"Apr 26, 2023","9,350.00","9,350.00","9,550.00","9,150.00",,0.00%
165,"Apr 25, 2023","9,350.00","9,350.00","9,550.00","9,150.00",,0.00%
166,"Apr 24, 2023","9,350.00","9,350.00","9,550.00","9,150.00",,0.00%
167,"Apr 21, 2023","9,350.00","9,350.00","9,550.00","9,150.00",,0.00%
168,"Apr 20, 2023","9,350.00","9,350.00","9,550.00","9,150.00",,0.00%
169,"Apr 19, 2023","9,350.00","9,350.00","9,550.00","9,150.00",,0.00%
170,"Apr 18, 2023","9,350.00","9,350.00","9,550.00","9,150.00",,0.00%
171,"Apr 17, 2023","9,350.00","9,350.00","9,550.00","9,150.00",,0.00%
172,"Apr 14, 2023","9,350.00","9,350.00","9,550.00","9,150.00",,0.00%
173,"Apr 13, 2023","9,350.00","9,350.00","9,550.00","9,150.00",,0.00%
174,"Apr 12, 2023","9,350.00","9,350.00","9,550.00","9,150.00",,0.54%
175,"Apr 11, 2023","9,300.00","9,300.00","9,500.00","9,100.00",,1.09%
176,"Apr 10, 2023","9,200.00","9,200.00","9,400.00","9,000.00",,1.10%
177,"Apr 07, 2023","9,100.00","9,100.00","9,300.00","8,900.00",,0.55%
178,"Apr 06, 2023","9,050.00","9,050.00","9,250.00","8,850.00",,0.00%
179,"Apr 04, 2023","9,050.00","9,050.00","9,250.00","8,850.00",,0.00%
180,"Apr 03, 2023","9,050.00","9,050.00","9,250.00","8,850.00",,0.56%
181,"Mar 31, 2023","9,000.00","9,000.00","9,200.00","8,800.00",,1.12%
182,"Mar 30, 2023","8,900.00","8,900.00","9,100.00","8,700.00",,0.00%
183,"Mar 29, 2023","8,900.00","8,900.00","9,100.00","8,700.00",,0.00%
184,"Mar 28, 2023","8,900.00","8,900.00","9,100.00","8,700.00",,0.00%
185,"Mar 27, 2023","8,900.00","8,900.00","9,100.00","8,700.00",,0.00%
186,"Mar 24, 2023","8,900.00","8,900.00","9,100.00","8,700.00",,0.00%
187,"Mar 23, 2023","8,900.00","8,900.00","9,100.00","8,700.00",,0.56%
188,"Mar 22, 2023","8,850.00","8,850.00","9,050.00","8,650.00",,0.00%
189,"Mar 21, 2023","8,850.00","8,850.00","9,050.00","8,650.00",,0.57%
190,"Mar 20, 2023","8,800.00","8,800.00","9,000.00","8,600.00",,0.00%
191,"Mar 17, 2023","8,800.00","8,800.00","9,000.00","8,600.00",,0.00%
192,"Mar 16, 2023","8,800.00","8,800.00","9,000.00","8,600.00",,0.00%
193,"Mar 15, 2023","8,800.00","8,800.00","9,000.00","8,600.00",,0.57%
194,"Mar 14, 2023","8,750.00","8,750.00","8,950.00","8,550.00",,0.57%
195,"Mar 13, 2023","8,700.00","8,700.00","8,900.00","8,500.00",,0.00%
196,"Mar 10, 2023","8,700.00","8,700.00","8,900.00","8,500.00",,0.00%
197,"Mar 09, 2023","8,700.00","8,700.00","8,900.00","8,500.00",,0.00%
198,"Mar 08, 2023","8,700.00","8,700.00","8,900.00","8,500.00",,0.58%
199,"Mar 07, 2023","8,650.00","8,650.00","8,850.00","8,450.00",,0.58%
200,"Mar 06, 2023","8,600.00","8,600.00","8,800.00","8,400.00",,0.00%
201,"Mar 03, 2023","8,600.00","8,600.00","8,800.00","8,400.00",,0.00%
202,"Mar 02, 2023","8,600.00","8,600.00","8,800.00","8,400.00",,0.00%
203,"Mar 01, 2023","8,600.00","8,600.00","8,800.00","8,400.00",,0.00%
204,"Feb 28, 2023","8,600.00","8,600.00","8,800.00","8,400.00",,0.00%
205,"Feb 27, 2023","8,600.00","8,600.00","8,800.00","8,400.00",,0.58%
206,"Feb 24, 2023","8,550.00","8,550.00","8,750.00","8,350.00",,0.00%
207,"Feb 23, 2023","8,550.00","8,550.00","8,750.00","8,350.00",,0.00%
208,"Feb 22, 2023","8,550.00","8,550.00","8,750.00","8,350.00",,0.59%
209,"Feb 21, 2023","8,500.00","8,500.00","8,700.00","8,300.00",,0.00%
210,"Feb 20, 2023","8,500.00","8,500.00","8,700.00","8,300.00",,0.00%
211,"Feb 17, 2023","8,500.00","8,500.00","8,700.00","8,300.00",,0.00%
212,"Feb 16, 2023","8,500.00","8,500.00","8,700.00","8,300.00",,0.00%
213,"Feb 14, 2023","8,500.00","8,500.00","8,700.00","8,300.00",,0.00%
214,"Feb 13, 2023","8,500.00","8,500.00","8,700.00","8,300.00",,0.00%
215,"Feb 10, 2023","8,500.00","8,500.00","8,700.00","8,300.00",,1.19%
216,"Feb 09, 2023","8,400.00","8,400.00","8,600.00","8,200.00",,1.20%
217,"Feb 08, 2023","8,300.00","8,300.00","8,500.00","8,100.00",,1.22%
218,"Feb 07, 2023","8,200.00","8,200.00","8,400.00","8,000.00",,0.00%
219,"Feb 06, 2023","8,200.00","8,200.00","8,400.00","8,000.00",,0.00%
220,"Feb 03, 2023","8,200.00","8,200.00","8,400.00","8,000.00",,0.00%
221,"Feb 02, 2023","8,200.00","8,200.00","8,400.00","8,000.00",,0.00%
222,"Feb 01, 2023","8,200.00","8,200.00","8,400.00","8,000.00",,0.00%
223,"Jan 31, 2023","8,200.00","8,200.00","8,400.00","8,000.00",,0.00%
224,"Jan 30, 2023","8,200.00","8,200.00","8,400.00","8,000.00",,0.00%
225,"Jan 18, 2023","8,200.00","8,200.00","8,400.00","8,000.00",,0.00%
226,"Jan 17, 2023","8,200.00","8,200.00","8,400.00","8,000.00",,0.00%
227,"Jan 16, 2023","8,200.00","8,200.00","8,400.00","8,000.00",,0.00%
228,"Jan 13, 2023","8,200.00","8,200.00","8,400.00","8,000.00",,0.00%
229,"Jan 12, 2023","8,200.00","8,200.00","8,400.00","8,000.00",,0.00%
230,"Jan 11, 2023","8,200.00","8,200.00","8,400.00","8,000.00",,0.00%
231,"Jan 10, 2023","8,200.00","8,200.00","8,400.00","8,000.00",,0.61%
