,Date,Price,Open,High,Low,Vol.,Change %
400,"May 05, 2022",39.3,39.3,39.4,39.2,,0.00%
401,"Apr 29, 2022",39.3,39.3,39.4,39.2,,0.00%
402,"Apr 28, 2022",39.3,39.3,39.4,39.2,,0.00%
403,"Apr 27, 2022",39.3,39.3,39.4,39.2,,0.00%
404,"Apr 26, 2022",39.3,39.3,39.4,39.2,,0.00%
405,"Apr 25, 2022",39.3,39.3,39.4,39.2,,0.00%
406,"Apr 22, 2022",39.3,39.3,39.4,39.2,,0.00%
407,"Apr 21, 2022",39.3,39.3,39.4,39.2,,0.00%
408,"Apr 20, 2022",39.3,39.3,39.4,39.2,,0.00%
409,"Apr 19, 2022",39.3,39.3,39.4,39.2,,0.00%
410,"Apr 18, 2022",39.3,39.3,39.4,39.2,,0.00%
411,"Apr 15, 2022",39.3,39.3,39.4,39.2,,1.03%
412,"Apr 14, 2022",38.9,38.9,39.0,38.8,,0.00%
413,"Apr 13, 2022",38.9,38.9,39.0,38.8,,0.00%
414,"Apr 12, 2022",38.9,38.9,39.0,38.8,,0.00%
415,"Apr 11, 2022",38.9,38.9,39.0,38.8,,0.00%
416,"Apr 08, 2022",38.9,38.9,39.0,38.8,,-1.77%
417,"Apr 07, 2022",39.6,39.6,39.7,39.5,,0.00%
418,"Apr 06, 2022",39.6,39.6,39.7,39.5,,0.00%
419,"Apr 01, 2022",39.6,39.6,39.7,39.5,,0.00%
420,"Mar 31, 2022",39.6,39.6,39.7,39.5,,0.00%
421,"Mar 30, 2022",39.6,39.6,39.7,39.5,,0.00%
