,epsilon,pre,recall,F1,NSC,PSC,NRC,PRC
86,0.08700000000000001,0.1589041095890411,1.0,0.27423167848699764,29,365,5,5
87,0.088,0.1589041095890411,1.0,0.27423167848699764,29,365,5,5
88,0.089,0.1589041095890411,1.0,0.27423167848699764,29,365,5,5
89,0.09,0.1589041095890411,1.0,0.27423167848699764,29,365,5,5
90,0.091,0.1589041095890411,1.0,0.27423167848699764,29,365,5,5
91,0.092,0.1589041095890411,1.0,0.27423167848699764,29,365,5,5
92,0.093,0.1589041095890411,1.0,0.27423167848699764,29,365,5,5
93,0.094,0.1589041095890411,1.0,0.27423167848699764,29,365,5,5
94,0.095,0.1589041095890411,1.0,0.27423167848699764,29,365,5,5
95,0.096,0.1589041095890411,1.0,0.27423167848699764,29,365,5,5
96,0.097,0.1589041095890411,1.0,0.27423167848699764,29,365,5,5
97,0.098,0.1589041095890411,1.0,0.27423167848699764,29,365,5,5
98,0.099,0.1589041095890411,1.0,0.27423167848699764,29,365,5,5
